abstract,study_type,year,url,title
"IMPORTANCE Chronic kidney disease (CKD) is the 16th leading cause of years of life lost worldwide. Appropriate screening, diagnosis, and management by primary care clinicians are necessary to prevent adverse CKD-associated outcomes, including cardiovascular disease, end-stage kidney disease, and death. OBSERVATIONS Defined as a persistent abnormality in kidney structure or function (eg, glomerular filtration rate [GFR] <60 mL/min/1.73 m2 or albuminuria ≥30 mg per 24 hours) for more than 3 months, CKD affects 8% to 16% of the population worldwide. In developed countries, CKD is most commonly attributed to diabetes and hypertension. However, less than 5% of patients with early CKD report awareness of their disease. Among individuals diagnosed as having CKD, staging and new risk assessment tools that incorporate GFR and albuminuria can help guide treatment, monitoring, and referral strategies. Optimal management of CKD includes cardiovascular risk reduction (eg, statins and blood pressure management), treatment of albuminuria (eg, angiotensin-converting enzyme inhibitors or angiotensin II receptor blockers), avoidance of potential nephrotoxins (eg, nonsteroidal anti-inflammatory drugs), and adjustments to drug dosing (eg, many antibiotics and oral hypoglycemic agents). Patients also require monitoring for complications of CKD, such as hyperkalemia, metabolic acidosis, hyperphosphatemia, vitamin D deficiency, secondary hyperparathyroidism, and anemia. Those at high risk of CKD progression (eg, estimated GFR <30 mL/min/1.73 m2, albuminuria ≥300 mg per 24 hours, or rapid decline in estimated GFR) should be promptly referred to a nephrologist. CONCLUSIONS AND RELEVANCE Diagnosis, staging, and appropriate referral of CKD by primary care clinicians are important in reducing the burden of CKD worldwide.",literature_review,2019,https://pmc.ncbi.nlm.nih.gov/articles/PMC7015670/,Chronic Kidney Disease Diagnosis and Management - PubMed Central (PMC)
"Cultural behaviors have important implications for human health. Culture, a socially transmitted system of shared knowledge, beliefs and/or practices that varies across groups, and individuals within those groups, has been a critical mode of adaptation throughout the history of our species. Socioeconomic status, gender, religion and moral values all play into how individuals experience, conceptualize and react to their world, and therefore general understandings of cultural groups are insufficient for grasping a patient's unique experience with health and illnesses. Additionally, structural inequalities and political economy play a critical, and often overlooked, role in health and disease. Understanding how behaviors are rooted in an individual's unique cultural experience and as a response to social pressures can better equip medical professionals with the context, skills and empathy necessary for holistic care.",literature_review,2019,https://pmc.ncbi.nlm.nih.gov/articles/PMC6970345/,"Culture, behavior and health - PMC"
"Already a well-established treatment for different autonomic and movement disorders, the use of botulinum toxin type A (BoNT/A) in pain conditions is now continuously expanding. Currently, the only approved use of BoNT/A in relation to pain is the treatment of chronic migraines. However, controlled clinical studies show promising results in neuropathic and other chronic pain disorders. In comparison with other conventional and non-conventional analgesic drugs, the greatest advantages of BoNT/A use are its sustained effect after a single application and its safety. Its efficacy in certain therapy-resistant pain conditions is of special importance. Novel results in recent years has led to a better understanding of its actions, although further experimental and clinical research is warranted. Here, we summarize the effects contributing to these advantageous properties of BoNT/A in pain therapy, specific actions along the nociceptive pathway, consequences of its central activities, the molecular mechanisms of actions in neurons, and general pharmacokinetic parameters.",literature_review,2019,https://pmc.ncbi.nlm.nih.gov/articles/PMC6723487/,Mechanisms of Botulinum Toxin Type A Action on Pain - PMC
"Objective: To provide a critical appraisal of the primary clinical trials exploring the use of glabellar botulinum toxin type A (BTA) injections in the treatment of major depressive disorder (MDD) and propose future directions for research on this topic. Data Sources: A search in PubMed, Scopus, and Google Scholar databases was performed in September 2017. Search terms included (""botulinum"" OR ""botox"" OR ""abobotulinumtoxin"" OR ""onabotulinum"" OR ""onabotulinumtoxin"" OR ""botulinumtoxin"") AND (""antidepressant"" OR ""depression"" OR ""depressive"" OR ""depressed""). No other search parameters were utilized. Study Selection: Studies were selected for review if they were found to be a primary clinical trial on the use of BTA for the treatment of MDD. Data Extraction: Six studies were identified and scored by the authors using a 5-point Jadad scoring system. Results: Three of the 6 studies were found to be of high quality with a Jadad score ≥ 3. The remainder had Jadad scores of 1. Conclusions: In general, the results from the reviewed studies suggest that BTA may be a promising treatment for MDD. However, these findings need to be interpreted with caution due to several limitations of the reviewed studies such as lack of a priori hypotheses, limited sample sizes, large gender bias, and significant difficulty in ensuring blinding.",literature_review,2018,https://pubmed.ncbi.nlm.nih.gov/30326186/,Glabellar Botulinum Toxin Injections in Major Depressive Disorder: A Critical Review
"Depression is a common disorder, which often leads to poor quality of life and impaired role functioning. It is known to be a major contributor to the global burden of diseases and according to World Health Organization (WHO), depression is the fourth leading cause of disability worldwide and it is projected that by 2020, it will be the second most common leading cause of disability. This document provides clinical practice guidelines for the management of depression, including assessment, treatment options, and management of treatment-resistant depression.",literature_review,2017,https://pmc.ncbi.nlm.nih.gov/articles/PMC5310101/,Clinical Practice Guidelines for the management of Depression
"Botulinum toxin (BoNT) has been used as a treatment for excessive muscle stiffness, spasticity, and dystonia. BoNT for approximately 40 years, and has recently been used to treat various types of neuropathic pain. The mechanism by which BoNT acts on neuropathic pain involves inhibiting the release of inflammatory mediators and peripheral neurotransmitters from sensory nerves. Recent journals have demonstrated that BoNT is effective for neuropathic pain, such as postherpetic neuralgia, trigeminal neuralgia, and peripheral neuralgia. The purpose of this review is to summarize the experimental and clinical evidence of the mechanism by which BoNT acts on various types of neuropathic pain and describe why BoNT can be applied as treatment.",literature_review,2017,https://pmc.ncbi.nlm.nih.gov/articles/PMC5618193/,Botulinum Toxin for the Treatment of Neuropathic Pain - PMC
"The treatment of glabellar frown lines with botulinum toxin injection is one of the most prevalent procedures in esthetic medicine. It is possible that the popularity of this intervention is not only owing to its cosmetic effect but also to modulatory effects on mood and affectivity. Recently, a series of studies including three randomized controlled trials have consistently shown that such effects can be used in the treatment of depression. Predominantly female patients suffering from partly chronic and treatment resistant unipolar depression experienced a quick, strong and sustained improvement in depressive symptoms after a single glabellar treatment with botulinum toxin A as a sole or adjunctive therapy. If these findings are further corroborated in additional studies, the ever-growing spectrum of applications for botulinum toxin may spread into the field of psychiatry, showing that the superficial paralysis of facial muscles may, probably via proprioceptive feedback mechanisms, have profound effects on the emotional brain.",literature_review,2015,https://pubmed.ncbi.nlm.nih.gov/26415901/,Depression--An emerging indication for botulinum toxin treatment
"The efficacy of lamotrigine in the treatment of focal epilepsies have already been reported in several case reports and open studies, which is thought to act by inhibiting glutamate release through voltage-sensitive sodium channels blockade and neuronal membrane stabilization. However, recent findings have also illustrated the importance of lamotrigine in alleviating the depressive symptoms of bipolar disorder, without causing mood destabilization or precipitating mania. Currently, no mood stabilizers are available having equal efficacy in the treatment of both mania and depression, two of which forms the extreme sides of the bipolar disorder. Lamotrigine, a well established anticonvulsant has received regulatory approval for the treatment and prevention of bipolar depression in more than 30 countries worldwide. Lamotrigine, acts through several molecular targets and overcomes the major limitation of other conventional antidepressants by stabilizing mood from ""below baseline"" thereby preventing switches to mania or episode acceleration, thus being effective for bipolar I disorder. Recent studies have also suggested that these observations could also be extended to patients with bipolar II disorder. Thus, lamotrigine may supposedly fulfill the unmet requirement for an effective depression mood stabilizer.",literature_review,2015,https://pmc.ncbi.nlm.nih.gov/articles/PMC4615936/,Management of bipolar depression with lamotrigine: an antiepileptic mood stabilizer
"Botulinum neurotoxins (BoNTs) cause flaccid paralysis by interfering with vesicle fusion and neurotransmitter release in the neuronal cells. BoNTs are the most widely used therapeutic proteins. BoNT/A was approved by the U.S. FDA to treat strabismus, blepharospam, and hemifacial spasm as early as 1989 and then for treatment of cervical dystonia, glabellar facial lines, axillary hyperhidrosis, chronic migraine and for cosmetic use. Due to its high efficacy, longevity of action and satisfactory safety profile, it has been used empirically in a variety of ophthalmological, gastrointestinal, urological, orthopedic, dermatological, secretory, and painful disorders. Currently available BoNT therapies are limited to neuronal indications with the requirement of periodic injections resulting in immune-resistance for some indications. Recent understanding of the structure-function relationship of BoNTs prompted the engineering of novel BoNTs to extend therapeutic interventions in non-neuronal systems and to overcome the immune-resistance issue. Much research still needs to be done to improve and extend the medical uses of BoNTs.",literature_review,2012,https://pmc.ncbi.nlm.nih.gov/articles/PMC3496996/,"Clinical Uses of Botulinum Neurotoxins: Current Indications, Limitations and Future Developments"
"OnabotulinumtoxinA is an injectable medication that produces muscle relaxation through local chemical denervation at the neuromuscular junction. Discovery of onabotulinumtoxinA's aesthetic benefits occurred serendipitously in the 1980s at the intersection of several medical disciplines, including ophthalmology, neurology, otolaryngology, and dermatology. Patients receiving onabotulinumtoxinA for blepharospasm, hemifacial spasm, and dystonia noticed their periorbital wrinkles disappearing, particularly frown lines between the eyebrows called glabellar lines (GL). Aesthetic use of onabotulinumtoxinA necessitated rigorous training programs and vigilant monitoring by Allergan. Approval for the GL indication was based on 2 similarly designed, double-blind, randomized, multicenter clinical studies. Subjects with moderate to severe GL receiving onabotulinumtoxinA achieved significantly greater improvement in GL severity than those receiving placebo. In subsequent studies, more than 80% of subjects were satisfied with onabotulinumtoxinA treatment through day 60, and many reported looking approximately 4 years younger at weeks 4 and 12 than at baseline. OnabotulinumtoxinA has a rapid onset of action, and peak effect occurs between 30 and 60 days. The median duration of response for dynamic GL in the initial studies was 120 days and response progressively improved with subsequent treatments. OnabotulinumtoxinA was well tolerated, and the 2 most common adverse events, headache and blepharoptosis, tended to decrease in frequency with repeat treatment.",clinical_trial_phase_3,2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10374180/,"Treatment of glabellar lines with Botox (onabotulinumtoxinA): Development, insights, and impact"
"This study assessed the long-term effects of botulinum toxin type A (BoNT-A) in subjective pain, pain sensibility, and muscle thickness in persistent myofascial temporomandibular-disorder pain (MFP-TMD) patients. Fourteen female subjects with persistent MFP received BoNT-A treatment with different doses (10U-25U for temporalis muscle and 30U-75U for masseter muscle). The treatment was injected bilaterally in the masseter and anterior temporalis muscles in a single session. Clinical measurements included: self-perceived pain (VAS), pain sensibility (PPT), and muscles thickness (ultrasonography). Follow-up occurred 1, 3, 6, and 72 months after treatment for VAS and PPT and 1, 3, and 72 months for ultrasonography. For statistical analysis, the Friedman test with the Bonferroni test for multiple comparisons as a post hoc test was used for non-parametric repeated measures comparisons among the evaluation times. A 5% probability level was considered significant in all tests. VAS values presented a significant decrease throughout the study (p < 0.05). Regarding PPT values, a significant increase was found when comparing baseline data with post-treatment follow-ups (p < 0.05), and even though a significant decrease was found in muscle thickness when baseline values were compared with the 1- and 3-months assessments, no differences were found when compared with the 72 months follow-up (p > 0.05). A single injection of BoNT-A presents long-term effects in reducing pain in persistent MFP-TMD patients, and a reversibility of adverse effects on masticatory-muscle thickness.",clinical_trial_phase_3,2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9721314/,Long-Term Effects of a Single Application of Botulinum Toxin Type A in Temporomandibular Myofascial Pain Patients: A Controlled Clinical Trial
"Objective: To determine whether a single treatment of botulinum toxin A in the forehead (glabellar) region can improve symptoms of depression in patients with major depressive disorder (MDD), as defined by DSM-IV criteria. Method: Thirty participants were randomly assigned to receive either placebo or botulinum toxin A (BTA; onabotulinumtoxinA) injections in the forehead. Female participants received 29 units; male participants received 39 units. At week 12, the groups were crossed over. Participants were evaluated at weeks 0, 3, 6, 12, 15, 18, and 24 for improvement in MDD symptoms using the Patient Health Care Questionnaire-9, Beck Depression Inventory (BDI), and 21-Item Hamilton Depression Rating Scale (HDRS-21) objective measurement scales. The primary outcome was the rate of HDRS-21 response, defined as ≥ 50% score reduction from baseline. The study occurred from July 2011 to November 2012. Results: Patients who received BTA at week 0 (BTA-first group) and at week 12 (BTA-second group) had a statistically significant reduction in MDD symptoms as compared to placebo. Improvement in MDD continued over 24 weeks in the group that received BTA first even though the cosmetic effects of BTA wore off at 12 to 16 weeks. HDRS-21 response rates were 55% (6/11) in the BTA-first group, 24% (4/17) in the BTA-second group, and 0% (0/19) in the placebo group (P < .0001). HDRS-21 remission rates (score ≤ 7) were 18% (2/11), 18% (3/17), and 0% (0/19), respectively (P = .057). HDRS-21 scores dropped -46% and -35% in the BTA-first and -second groups versus -2% in the placebo group (P < .0001). The BDI response rate (≥ 50% reduction from baseline) was 45% (5/11) in the BTA-first group, 33% (6/18) in the BTA-second group, and 5% (1/19) in the placebo group (P = .0067). BDI remission rates (score ≤ 9) were 27% (3/11), 33% (6/18), and 5% (1/19), respectively (P = .09). BDI scores dropped -42% and -35% in the BTA-first and -second groups versus -15% in the placebo group (P < .0001). Conclusions: Botulinum toxin A injection in the glabellar region was associated with significant improvement in depressive symptoms and may be a safe and sustainable intervention in the treatment of MDD. Trial registration: ClinicalTrials.gov identifier: NCT01392963.",clinical_trial_phase_3,2014,https://pubmed.ncbi.nlm.nih.gov/24910934/,"Treatment of major depressive disorder using botulinum toxin A: a 24-week randomized, double-blind, placebo-controlled study"
"This study assessed the safety and efficacy of three different doses of BoNT-A for persistent myofascial pain (MFP). One hundred female subjects were randomly assigned into five groups (n = 20): oral appliance (OA), saline solution (SS) and three BoNT-A groups with different doses. Pain intensity and pressure pain threshold were evaluated up to 24 weeks after treatment. Adverse effects related to muscle contraction, masticatory performance, muscle thickness and mandibular bone volume were also assessed. Changes over time were compared within and between groups. The ""nparLD"" package and Wilcoxon signed-rank test were used to analyze the data. BoNT-A reduced pain intensity (p < 0.0001) and increased pressure pain threshold (p < 0.0001) for up to 24 weeks compared to the placebo. No differences were found between BoNT-A and OA at the last follow-up. A transient decline in masticatory performance (p < 0.05) and muscle contraction (p < 0.0001), and a decrease in muscle thickness (p < 0.05) and coronoid and condylar process bone volume (p < 0.05) were found as dose-related adverse effects of BoNT-A. Regardless of the dose, BoNT-A was as effective as OA on MFP. Notwithstanding, due to BoNT-A dose-related adverse effects, we suggest the use of low doses of BoNT-A in MFP patients that do not benefit from conservative treatments.",clinical_trial_phase_2,,https://pubmed.ncbi.nlm.nih.gov/32549196/,Efficacy and Safety of Botulinum Toxin Type A on Persistent Myofascial Pain: A Randomized Clinical Trial
"Objective Botulinum toxin A has been shown to be effective in managing depression. This study aimed to evaluate the antidepressant and antianxiety effects of two different doses of botulinum toxin A in patients with mild to moderate depression. Methods A total of 140 patients diagnosed with mild to moderate depression at the Department of Neurology of the Second Affiliated Hospital of Soochow University from September 2020 to September 2021 were enrolled for the study. The patients were allocated into two groups and treated with two different doses of botulinum toxin A (50 units or 100 units). Depression scores (HAMD, HAMA, SDS, and SAS) were evaluated at baseline and 1, 2, 4, 8, and 12 weeks after treatment. Results There was a significant improvement in the depressive and anxiety symptoms following treatment with the botulinum toxin A after 12 weeks compared to the baseline. However, there were no significant differences between the two groups. Further, the factor scores of anxiety/somatization, blocking, sleep disorder, and cognitive disorder were significantly decreased after 12 weeks of treatment with 50 units of botulinum toxin A compared to the baseline (P < 0.05). Conclusion Local injections of 50 units and 100 units of botulinum toxin A shows equal efficacy. Therefore, 50 units of botulinum toxin A could be used clinically to manage mild to moderate depression.",clinical_trial_phase_2,2024,https://www.sciencedirect.com/science/article/abs/pii/S0165032724001745,Comparative effectiveness of two different doses of botulinum toxin ...
"Injection of botulinum toxin (BoNT) into the glabellar region of the face is a novel therapeutic approach in the treatment of depression. This treatment method has several advantages, including few side effects and a long-lasting, depot-like effect. Here we review the clinical and experimental evidence for the antidepressant effect of BoNT injections as well as the theoretical background and possible mechanisms of action. Moreover, we provide practical instructions for the safe and effective application of BoNT in the treatment of depression. Finally, we describe the current status of the clinical development of BoNT as an antidepressant and give an outlook on its potential future role in the management of mental disorders.",clinical_trial_phase_2,2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9231293/,Treatment of Depression with Botulinum Toxin - PMC - PubMed Central (PMC)
"Background: Depression is characterized by low moods, anhedonia, and social avoidance. Effective and acceptable treatments are required for depression. Positive effects on mood have been observed in patients with depression after treatment with botulinum toxin A (BoNT/A). Methods: A total of 88 patients with depression were randomly assigned to BoNT/A (n = 56) and placebo (saline, n = 22) groups. The primary objective was to determine the change in the 17-item version of the Hamilton Depression Rating Scale (HAMD), 12 weeks after the treatments when compared with the baseline. Results: The BoNT/A and placebo groups did not differ significantly in all the collected baseline characteristics. However, there was a significant improvement in the depressive symptoms of the BoNT/A group compared to those of the placebo group throughout the 12-week follow-up period. This was according to the measurements of HAMD (F (1, 370) = 9.094, P = 0.0027), Self-rating Depression Scale (SDS) (F (1, 370) = 11.26, P < 0.001), Hamilton Anxiety Scale (HAMA) (F (1, 410) = 8.673, P = 0.0034) and Self-rating Anxiety Scale (SAS) (F (1, 379) = 5.788, P = 0.017). Furthermore, the effectiveness was even higher at the end of the study period. Limitations: The limitations include the absence of a multicenter study and an inadequate number of cases. Additionally, the mechanism of BoNT/A antidepression was not studied. Conclusion: This study showed that a single treatment with BoNT/A may accomplish a strong and sustained alleviation of depression in patients.",clinical_trial_phase_2,2022,https://pubmed.ncbi.nlm.nih.gov/36063974/,"Botulinum toxin A (BoNT/A) for the treatment of depression: A randomized, double-blind, placebo, controlled trial in China"
"This study aimed to conduct a meta-analysis of randomized controlled trials (RCTs) to evaluate the effects of the botulinum toxin-A (BT-A) in patients with mood disorders. PubMed, Scopus, Web of Science, Cochrane Library and LILACS were searched without restrictions up to July 2022. The PICOS strategy was used for the selection of studies and risk-of-bias assessment was performed using Cochrane's tool for RCTs. RCTs were included if they compared BT-A treatment on facial muscles in patients with mood disorders to placebo. After assessment of the full texts, seven studies were selected. Five studies had low risk of bias for the generation of random sequence and blinding of participants and professional domains. A total of four studies showed a low risk of bias for the allocation concealment and blinding of the evaluation of the domain results. The domain of selective reports showed a low risk of bias in all included studies. However, four studies presented a high risk of bias for the domain of other biases. The meta-analysis was based on the mean difference or standardized mean difference between the BT-A and placebo groups for each selected trial and revealed that the BT-A group showed a significant improvement in the symptoms of depression when compared to placebo. This study revealed that the BT-A application into mimic muscles of the upper third of the face improves the mood disorders, but it was not possible to guarantee whether the aesthetic benefits can contribute to reducing the severity of the depressive state.",clinical_trial_phase_2,2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9606430/,Botulinum Toxin in Facial Aesthetics Affects the Emotion Process: A Meta-analysis of Randomized Controlled Trials
"Background: Previous studies indicate that the efficacy and durability of a single AbobotulinumtoxinA (ABO) treatment for moderate to severe glabellar lines may be enhanced with increasing dose, while safety outcomes remain consistent with those of the licensed dose (50 U). Aims: Evaluation of subject-reported indicators of treatment efficacy, satisfaction, and psychological well-being with ABO dose escalation. Methods: A Phase 2, 36-week, multicenter, randomized, dose-ranging, double-blind, placebo-controlled study was conducted in adults with moderate to severe glabellar lines. Subjects received a single ABO treatment, dosed at 50, 75, 100, or 125 U, or placebo. Efficacy endpoints comprised subject-assessed improvement in line severity of ≥1-grade from baseline at maximum frown, global aesthetic improvement scale (GAIS) grade, FACE-Q appraisal of lines, psychological well-being and age, and subject satisfaction. Results: The study included 399 subjects (88.2% were female). Respective responder rates (≥1-grade improvement) with ABO 50-125 U doses ranged between 96.3%-100% at Week 4, 65.0%-67.9% at Week 24, and 33.8%-44.4% at Week 36. GAIS responder rate and FACE-Q appraisal of lines showed a similar pattern of change. Satisfaction was high and psychological well-being was improved from Week 4 through Week 36, with natural, youthful, and refreshed appearance reported for all ABO doses. Conclusions: A single ABO treatment (dosed at 50-125 U) provided significant and sustained improvements in glabellar line severity over durations up to 36 weeks, versus placebo. Treatment satisfaction was high with all doses. Participants reported natural and youthful appearance, alongside improvements in psychological well-being.",clinical_trial_phase_2,2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9322427/,Subject satisfaction and psychological well-being with escalating abobotulinumtoxinA injection dose for the treatment of moderate to severe glabellar lines
"This article discusses the effects of Botulinum Toxin-A on chronic muscle-related pain in individuals with cerebral palsy, highlighting the need for further research on injection techniques and evaluation methods.",clinical_trial_phase_2,2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9204205/,The Effect of Botulinum Toxin-A on Chronic Muscle-Related Pain in Cerebral Palsy
"Objectives: Effective strategy for the treatment of depression is limited. This study was to evaluate the safety and efficacy of botulinum toxin A (BoNT/A) in the treatment of depression. Methods: Seventy-six patients were assigned to the BoNT/A group (n = 52) and sertraline control group (n = 24). For the BoNT/A group, BoNT/A was injected into the frowning muscle, depressor muscle, occipital frontalis muscle, lateral canthus, and bilateral temporal region at 20 sites. Five units per site and a total of 100 units of BoNT/A were given. Patients in the sertraline control group were medicated with sertraline 50-200 mg (114.58 ± 52.08 mg) per day. Depression was assessed by the 17-item Hamilton Depression Scale (HAMD-17), 14-item Hamilton Anxiety Scale (HAMA-14), Self-rating Depression Scale (SDS), and Self-rating Anxiety Scale (SAS). All participants were followed up for 12 weeks. Results: Scores of HAMD, HAMA, SDS, and SAS decreased significantly in both BoNT/A and sertraline groups after treatment for 12 weeks. Overall, there were no differences in decreased magnitude between the two groups (p > .05). The HAMA, SDS, and SAS results showed that the onset time of BoNT/A was earlier than that of sertraline. Side effects rates were 15.38% for BoNT/A and 33.33% for sertraline. Conclusion: This study demonstrated significant antidepressant effects of BoNT/A. The efficacy of BoNT/A was comparable with established antidepressant sertraline. The onset time of BoNT/A was earlier than sertraline, and the proportion of side effects was less than sertraline. Therefore, BoNT/A could be a safe and effective option for the treatment of depression.",clinical_trial_phase_2,2021,https://pmc.ncbi.nlm.nih.gov/articles/PMC8442586/,The safety and efficacy of botulinum toxin A on the treatment of depression
"Botulinum toxin type A (BoNT-A) is an effective treatment for post-stroke spasticity; however, some patients cannot access treatment until ≥1 year post-stroke. This Brazilian post-marketing study (NCT02390206) assessed the achievement of person-centered goals in patients with chronic post-stroke spasticity after a BoNT-A injection. Patients had a last documented stroke ≥1 year before study entry and post-stroke upper limb (UL) spasticity, with or without lower limb (LL) spasticity. Patients received BoNT-A injections at baseline (visit 1) and visit 2 (3-6 months). Primary endpoint was responder rate (achievement of primary goal from Goal Attainment Scaling (GAS)) at visit 2. Overall, 204 patients underwent GAS evaluation at visit 2, mean (SD) age was 56.4 (13.2) years and 90.7% had LL spasticity. Median (range) time between first stroke and onset of spasticity was 3.6 (0−349) months, onset of spasticity and first injection was 22.7 (0−350) months and waiting time for a rehabilitation appointment was 9.0 (1−96) months. At visit 2, 61.3% (95% CI: 54.4, 67.7) of patients were responders, which was similar for UL and LL primary goals (57.8% [95% CI: 49.9, 65.3] vs. 64.1% [95% CI: 48.4, 77.3]). This study provides evidence to support the effectiveness of BoNT-A treatment for chronic post-stroke spasticity.",clinical_trial_phase_2,2020,https://pmc.ncbi.nlm.nih.gov/articles/PMC7762077/,"The Effectiveness of Botulinum Toxin Type A (BoNT-A) Treatment in Brazilian Patients with Chronic Post-Stroke Spasticity: Results from the Observational, Multicenter, Prospective BCause Study"
"This 24-week double-blind placebo-controlled multicenter randomized phase 2 trial evaluated efficacy and safety of onabotulinumtoxinA (onabotA; BOTOX) vs. placebo for major depressive disorder (MDD) [NCT02116361]. Primary endpoint was the change in Montgomery-Åsberg Depression Rating Scale (MADRS); secondary endpoints were Clinical Global Impressions-Severity and 17-item Hamilton Depression Rating Scale at week 6. A total of 255 adult females were treated. OnabotA 30 U approached significance compared to placebo on MADRS (mixed-effect model repeated measures least-squares mean difference: −3.7; P = 0.053) and reached significance [least-squares mean differences: −3.6 to −4.2; P < 0.05 (two-sided)] at weeks 3 and 9. Secondary endpoints were also significant at several time points. OnabotA was generally well-tolerated: the only treatment-emergent adverse events reported in ≥5% in either onabotA group, and more than matching placebo were headache, upper respiratory infection, and eyelid ptosis. OnabotA 30 U, administered in a standardized injection pattern in a single session, had a consistent efficacy signal across multiple depression symptom scales for 12 or more weeks.",clinical_trial_phase_2,2019,https://pmc.ncbi.nlm.nih.gov/articles/PMC6903360/,OnabotulinumtoxinA for the treatment of major depressive disorder: a ...
"Background: Treatment of major depression is crucial to decrease the burden of disease. Hence, in this study, the efficacy of Botox was compared with placebo for treatment of patients with major depression. Methods: In this randomized clinical trial, 28 consecutive patients with major depression were enrolled. The patients were randomly assigned to receive either Botox or placebo and the scores of Beck Depression Inventory were determined and compared at baseline and after two and six weeks in the groups and between the groups. In addition, the drug adverse effects were compared between groups. This study had been registered in TCTR with TCTR20170409001 code. Results: There was a statistically significant difference two group for 6th week Beck Score (P=0.004), but at baseline and after two weeks, there was no significant difference (P>0.05). None of the patients experienced side effects. Conclusion: Finally, Botox is effective for treatment of patients with major depression and it has a high safety.",clinical_trial_phase_2,2017,https://pmc.ncbi.nlm.nih.gov/articles/PMC5563881/,Efficacy of Botox versus Placebo for Treatment of Patients with Major Depression
"Converging lines of evidence suggest a role for facial expressions in the pathophysiology and treatment of mood disorders. To determine the antidepressant effect of onabotulinumtoxinA (OBA) treatment of corrugator and procerus muscles in people with major depressive disorder, we conducted a double blind, randomized, placebo-controlled trial. In an outpatient clinical research center, eighty-five subjects with DSM-IV major depression were randomized to receive either OBA (29 units for females and 40 units for males) or saline injections into corrugator and procerus frown muscles (74 subjects were entered into the analysis). Subjects were rated at screening, and 3 and 6 weeks after OBA treatment. The primary outcome measure was the response rate, as defined by ≥ 50% decrease in score on the Montgomery-Asberg Depression Rating Scale (MADRS). Response rates at 6 weeks from the date of injection were 52% and 15% in the OBA and placebo groups, respectively (Chi-Square (1) = 11.2, p < 0.001, Fisher p < 0.001). The secondary outcome measure of remission rate (MADRS score of 10 or less) was 27% with OBA and 7% with placebo (Chi-square (1) = 5.1, p < 0.02, Fisher p < 0.03). Six weeks after a single treatment, MADRS scores of subjects were reduced on average by 47% in those given OBA, and by 21% in those given placebo (Mann-Whitney U, p < 0.0005). In conclusion, a single treatment with OBA to the corrugator and procerus muscles appears to induce a significant and sustained antidepressant effect in patients with major depression.",clinical_trial_phase_2,2013,https://www.sciencedirect.com/science/article/abs/pii/S0022395613003567,"Treatment of depression with onabotulinumtoxinA: A randomized, double-blind, placebo controlled trial"
"Positive effects on mood have been observed in subjects who underwent treatment of glabellar frown lines with botulinum toxin and, in an open case series, depression remitted or improved after such treatment. Using a randomized double-blind placebo-controlled trial design we assessed botulinum toxin injection to the glabellar region as an adjunctive treatment of major depression. Thirty patients were randomly assigned to a verum (onabotulinumtoxinA, n = 15) or placebo (saline, n = 15) group. The primary end point was change in the 17-item version of the Hamilton Depression Rating Scale six weeks after treatment compared to baseline. The verum and the placebo groups did not differ significantly in any of the collected baseline characteristics. Throughout the sixteen-week follow-up period there was a significant improvement in depressive symptoms in the verum group compared to the placebo group as measured by the Hamilton Depression Rating Scale (F((6,168)) = 5.76, p < 0.001, η(2) = 0.17). Six weeks after a single treatment scores of onabotulinumtoxinA recipients were reduced on average by 47.1% and by 9.2% in placebo-treated participants (F((1,28)) = 12.30, p = 0.002, η(2) = 0.31, d = 1.28). The effect size was even larger at the end of the study (d = 1.80). Treatment-dependent clinical improvement was also reflected in the Beck Depression Inventory, and in the Clinical Global Impressions Scale. This study shows that a single treatment of the glabellar region with botulinum toxin may shortly accomplish a strong and sustained alleviation of depression in patients, who did not improve sufficiently on previous medication. It supports the concept, that the facial musculature not only expresses, but also regulates mood states.",clinical_trial_phase_2,2012,https://pubmed.ncbi.nlm.nih.gov/22364892/,Facing depression with botulinum toxin: a randomized controlled trial
